Longitude,Latitude,Var
34.75,-0.25,3.9528148
34.75,0.25,5.0039673
34.75,0.75,4.7770395
34.75,1.25,3.1905925
34.75,1.75,2.32262
34.75,2.25,2.5197773
34.75,2.75,1.0430409
34.75,3.25,1.3611327
34.75,3.75,0.7180311
34.75,4.25,0.5385651
34.75,4.75,6.747498
34.75,6.75,14.612672
34.75,7.25,14.958147
34.75,7.75,15.08692
34.75,8.25,14.871273
34.75,9.75,14.788956
34.75,10.25,14.643296
34.75,10.75,14.6148205
34.75,37.25,2.3944938
34.75,37.75,0.4569266
34.75,38.25,0.70411724
34.75,38.75,0.42027497
34.75,39.25,0.9667127
34.75,39.75,1.1200062
34.75,40.25,2.1887982
34.75,40.75,2.0484083
34.75,41.25,3.370123
34.75,45.25,2.3987396
34.75,46.75,1.5723283
34.75,47.25,1.823231
34.75,47.75,2.015828
34.75,48.25,2.250426
34.75,48.75,2.951778
34.75,49.25,3.271653
34.75,49.75,3.5408876
34.75,50.25,3.850177
34.75,50.75,1.8588183
34.75,51.25,1.7164975
35.25,-14.25,9.609866
35.25,-13.75,8.615687
35.25,-10.25,2.4387708
35.25,-9.75,2.7043486
35.25,-9.25,2.4917903
35.25,-8.75,2.296288
35.25,-8.25,2.0918667
35.25,-7.75,2.0480404
35.25,-7.25,1.73083
35.25,-4.75,1.7384375
35.25,-4.25,1.7980396
35.25,-3.75,1.4352932
35.25,-3.25,1.2409467
35.25,-2.75,0.7775662
35.25,-2.25,1.6383963
35.25,-1.75,2.9971304
35.25,-1.25,2.1806602
35.25,-0.75,4.8659716
35.25,-0.25,4.823897
35.25,0.25,5.186743
35.25,0.75,4.126615
35.25,1.25,3.750983
35.25,1.75,2.0788126
35.25,2.25,2.3199022
35.25,2.75,1.3910487
35.25,3.25,2.0048103
35.25,4.25,0.6236296
35.25,4.75,4.7540975
35.25,7.75,15.58409
35.25,8.25,15.075295
35.25,8.75,14.976194
35.25,10.75,14.638024
35.25,11.75,14.848791
35.25,12.25,14.9288225
35.25,37.25,2.3604977
35.25,37.75,1.4223814
35.25,38.25,0.6673696
35.25,38.75,0.6666235
35.25,39.25,0.84573424
35.25,39.75,1.4548941
35.25,40.25,2.3516307
35.25,40.75,2.5951633
35.25,41.25,5.040772
35.25,46.75,1.4302858
35.25,47.25,2.1066751
35.25,47.75,2.0279305
35.25,48.25,2.3303163
35.25,48.75,3.0620778
35.25,49.25,3.37885
35.25,49.75,3.557322
35.25,50.25,3.8916914
35.25,50.75,1.8507895
35.25,51.25,1.8634878
35.75,-16.25,10.015217
35.75,-15.75,7.022768
35.75,-14.75,6.095637
35.75,-9.25,3.4883265
35.75,-8.75,2.349907
35.75,-8.25,1.9657296
35.75,-7.75,1.7363306
35.75,-7.25,1.5627989
35.75,-4.75,1.7875248
35.75,-4.25,1.5178716
35.75,-3.75,1.723106
35.75,-3.25,1.8553216
35.75,-2.75,1.785777
35.75,-2.25,2.0937476
35.75,-1.75,2.7506323
35.75,-1.25,0.98481625
35.75,-0.75,4.6534824
35.75,-0.25,4.735628
35.75,0.25,3.4366724
35.75,0.75,2.9859076
35.75,1.25,2.6101918
35.75,1.75,1.7837058
35.75,2.25,0.60991037
35.75,4.25,0.21443123
35.75,6.25,13.67641
35.75,6.75,14.880113
35.75,7.25,14.849348
35.75,7.75,15.073684
35.75,8.25,15.07397
35.75,8.75,15.070914
35.75,11.75,14.300076
35.75,12.25,13.670118
35.75,12.75,14.836629
35.75,37.25,3.3199666
35.75,37.75,3.2644837
35.75,38.25,1.1310532
35.75,38.75,0.79406846
35.75,39.25,1.2143184
35.75,39.75,1.9224132
35.75,40.25,2.3434403
35.75,40.75,2.5411234
35.75,41.25,4.7800345
35.75,47.25,1.8643221
35.75,47.75,2.2019358
35.75,48.25,2.5824924
35.75,48.75,3.010986
35.75,49.25,3.2826931
35.75,49.75,3.660534
35.75,50.25,3.8173645
36.25,-7.75,2.6403031
36.25,-7.25,2.203906
36.25,-5.75,1.5538449
36.25,-5.25,1.5673174
36.25,-4.75,1.4102561
36.25,-4.25,1.2837546
36.25,-3.75,1.1512977
36.25,-3.25,0.92645484
36.25,-2.75,0.86063516
36.25,-2.25,0.7373816
36.25,-1.75,0.6526106
36.25,-1.25,0.8382589
36.25,-0.75,3.1429489
36.25,-0.25,3.2949746
36.25,0.25,3.0223207
36.25,0.75,1.8839574
36.25,1.25,0.76663446
36.25,1.75,0.5225923
36.25,6.25,12.969966
36.25,6.75,14.459103
36.25,7.25,15.07891
36.25,7.75,15.081291
36.25,8.25,15.212472
36.25,8.75,15.090717
36.25,10.25,14.943123
36.25,10.75,15.467231
36.25,11.75,14.7385
36.25,12.25,14.61397
36.25,12.75,14.870291
36.25,13.25,14.868433
36.25,13.75,14.321761
36.25,15.25,4.812959
36.25,35.75,4.1611915
36.25,36.25,2.314352
36.25,37.25,4.006647
36.25,37.75,4.0437574
36.25,38.25,1.4133427
36.25,38.75,0.680405
36.25,39.25,0.82002175
36.25,39.75,1.709565
36.25,40.25,2.6961057
36.25,40.75,5.1429386
36.25,47.25,2.0732183
36.25,47.75,2.3161824
36.25,48.25,2.591766
36.25,48.75,3.0473697
36.25,49.25,3.319653
36.25,49.75,4.005599
36.25,50.25,3.683298
36.75,-7.75,2.838036
36.75,-5.75,1.5457549
36.75,-5.25,1.8246596
36.75,-4.75,1.3678622
36.75,-4.25,1.178143
36.75,-3.75,0.8897571
36.75,-3.25,1.6870606
36.75,-2.75,0.8912652
36.75,-2.25,0.6968309
36.75,-1.75,0.50728625
36.75,-1.25,1.0247903
36.75,-0.75,3.189952
36.75,-0.25,3.37568
36.75,0.25,1.3548185
36.75,0.75,1.0020776
36.75,1.25,1.823598
36.75,1.75,0.3744416
36.75,2.25,1.3015387
36.75,2.75,0.83967644
36.75,4.25,0.30039948
36.75,5.25,8.371042
36.75,5.75,12.073451
36.75,6.25,13.291159
36.75,6.75,14.819521
36.75,7.25,14.99558
36.75,8.25,15.583822
36.75,10.25,15.000432
36.75,10.75,14.174879
36.75,11.25,12.82905
36.75,11.75,13.35383
36.75,12.25,12.398399
36.75,12.75,13.909265
36.75,13.25,14.356184
36.75,13.75,13.0443535
36.75,14.25,8.569928
36.75,14.75,6.791508
36.75,15.25,4.2612267
36.75,36.25,1.8728461
36.75,36.75,2.4062452
36.75,37.25,2.9839497
36.75,37.75,2.301878
36.75,38.25,1.2582073
36.75,38.75,0.6255102
36.75,39.25,0.77204406
36.75,39.75,0.77742314
36.75,40.25,3.0926273
36.75,40.75,5.899244
36.75,47.25,2.149042
36.75,47.75,2.4252424
36.75,48.25,2.7746747
36.75,48.75,2.8728764
36.75,49.25,3.201893
36.75,49.75,3.4544387
36.75,50.25,3.8412519
37.25,-5.75,1.9955283
37.25,-5.25,1.5156938
37.25,-4.75,1.16195
37.25,-4.25,1.0323813
37.25,-3.75,0.71825933
37.25,-3.25,1.5779341
37.25,-2.75,1.1708056
37.25,-2.25,0.37100336
37.25,-1.75,0.80170035
37.25,-1.25,0.7805488
37.25,-0.75,1.444489
37.25,-0.25,3.1549952
37.25,0.25,1.7319666
37.25,0.75,0.5257006
37.25,1.25,1.615252
37.25,1.75,1.0070571
37.25,2.25,0.18255062
37.25,2.75,0.15699998
37.25,4.25,0.44718224
37.25,4.75,4.584753
37.25,5.25,5.4057946
37.25,5.75,10.635667
37.25,6.25,11.137415
37.25,6.75,14.095779
37.25,7.25,14.067699
37.25,7.75,14.27297
37.25,8.25,14.517836
37.25,8.75,14.278913
37.25,9.25,14.210092
37.25,10.25,14.4534855
37.25,10.75,13.219447
37.25,11.25,11.768021
37.25,11.75,12.56266
37.25,12.25,9.31251
37.25,12.75,11.449674
37.25,13.25,13.897952
37.25,13.75,13.93921
37.25,14.25,10.124619
37.25,14.75,6.430572
37.25,15.25,2.674956
37.25,15.75,1.2834569
37.25,36.75,1.9460094
37.25,37.25,1.0686767
37.25,37.75,0.9564498
37.25,38.25,0.9500193
37.25,38.75,0.231907
37.25,39.25,0.4975488
37.25,39.75,1.0587099
37.25,40.25,3.557561
37.25,40.75,4.9457555
37.25,47.25,2.3742008
37.25,47.75,2.501823
37.25,48.25,2.7049437
37.25,48.75,2.9753132
37.25,49.25,3.4751482
37.25,49.75,3.0707896
37.25,50.25,3.2696686
37.75,-5.25,1.3396559
37.75,-4.75,0.9331536
37.75,-4.25,0.9692846
37.75,-3.75,0.7981346
37.75,-3.25,0.663917
37.75,-2.75,0.8228416
37.75,-2.25,0.72934824
37.75,-1.75,0.7847394
37.75,-1.25,0.49952853
37.75,-0.75,0.7347042
37.75,-0.25,1.5569816
37.75,0.25,1.9523771
37.75,0.75,0.1994338
37.75,1.25,0.11539727
37.75,1.75,0.14617734
37.75,2.25,0.7105823
37.75,3.25,0.6637257
37.75,3.75,1.4216875
