Longitude,Latitude,Var
10.75,-1.25,1.6984174
10.75,-0.75,1.9871742
10.75,-0.25,1.7263553
10.75,0.25,1.6735688
10.75,3.25,2.5535932
10.75,3.75,2.486
10.75,4.25,2.3735635
10.75,4.75,2.6113346
10.75,5.25,2.0132632
10.75,5.75,2.0030766
10.75,6.25,2.0245962
10.75,6.75,2.4165351
10.75,7.25,2.5552015
10.75,7.75,2.1787157
10.75,8.25,1.4720467
10.75,8.75,1.297465
10.75,9.25,1.676557
10.75,9.75,1.3414617
10.75,10.25,0.88085693
10.75,10.75,1.0174013
10.75,11.25,0.35227978
10.75,11.75,0.2081158
10.75,12.25,0.18682475
10.75,12.75,0.27191445
10.75,13.25,0.1316888
10.75,43.75,11.211449
10.75,44.25,12.988099
10.75,44.75,7.8184795
10.75,45.25,7.48217
10.75,45.75,9.609767
10.75,46.25,9.295827
11.25,-3.25,1.1139091
11.25,-2.75,1.3836155
11.25,-2.25,1.466784
11.25,-1.75,1.7434198
11.25,-1.25,1.9859426
11.25,-0.75,2.1423972
11.25,-0.25,2.051075
11.25,0.25,1.823526
11.25,0.75,1.7085223
11.25,1.75,2.1622803
11.25,2.25,1.9915591
11.25,3.25,2.4835124
11.25,3.75,2.7315814
11.25,4.25,1.9165255
11.25,4.75,2.1720254
11.25,5.25,2.545358
11.25,5.75,2.6985655
11.25,6.25,2.6932096
11.25,6.75,1.9081084
11.25,7.25,2.5324218
11.25,7.75,2.639865
11.25,8.25,2.3054929
11.25,8.75,1.5457399
11.25,9.25,1.3975464
11.25,9.75,0.90326667
11.25,10.25,0.3854581
11.25,10.75,0.713103
11.25,11.25,0.43901765
11.25,11.75,0.25132835
11.25,12.25,0.23838043
11.25,12.75,0.2077499
11.25,13.25,0.1465542
11.25,43.25,10.729358
11.25,43.75,11.3570795
11.25,44.25,12.7113495
11.25,44.75,6.681286
11.25,45.25,6.795688
11.25,45.75,12.511526
11.25,46.25,13.297825
11.75,-3.75,0.7539966
11.75,-3.25,1.3341238
11.75,-2.75,1.3960335
11.75,-2.25,1.997555
11.75,-1.75,1.9169506
11.75,-0.75,2.278792
11.75,-0.25,1.8835765
11.75,0.75,1.7887758
11.75,1.25,2.0540974
11.75,1.75,1.8418167
11.75,2.25,2.0890548
11.75,3.25,2.9941728
11.75,3.75,2.6355803
11.75,4.25,2.4234319
11.75,4.75,2.5122316
11.75,5.25,2.4854343
11.75,5.75,2.2347162
11.75,6.25,2.6043077
11.75,6.75,2.131166
11.75,7.25,2.486136
11.75,7.75,2.5626996
11.75,8.25,2.133479
11.75,8.75,1.4471383
11.75,9.25,1.3398594
11.75,9.75,0.9444572
11.75,10.25,0.5253612
11.75,10.75,0.5498229
11.75,11.25,0.614867
11.75,11.75,0.40234014
11.75,12.25,0.3182734
11.75,12.75,0.2783961
11.75,13.25,0.16186808
11.75,42.75,10.292656
11.75,43.25,7.9747725
11.75,43.75,13.390344
11.75,44.25,8.944881
11.75,44.75,6.385309
11.75,45.25,7.051506
11.75,45.75,9.035151
11.75,46.25,12.660828
11.75,46.75,7.194151
12.25,-17.25,0.30511662
12.25,-16.75,0.33870542
12.25,-4.75,1.4371985
12.25,-4.25,1.0155653
12.25,-3.75,0.7215238
12.25,-3.25,0.68795174
12.25,-2.75,0.8997943
12.25,-2.25,0.8035747
12.25,-0.75,1.9790653
12.25,-0.25,2.071496
12.25,1.25,2.0537186
12.25,2.25,2.1969726
12.25,3.75,2.3888042
12.25,4.25,2.4260733
12.25,4.75,2.7498424
12.25,5.25,2.018851
12.25,5.75,2.1974707
12.25,6.25,2.2705243
12.25,6.75,2.6577032
12.25,7.25,2.578013
12.25,7.75,2.2482522
12.25,8.25,1.7967235
12.25,8.75,1.4617574
12.25,9.25,1.5909476
12.25,9.75,1.2187791
12.25,10.25,1.139095
12.25,10.75,1.0077275
12.25,11.25,0.8207248
12.25,11.75,0.39779094
12.25,12.25,0.3277537
12.25,12.75,0.43696177
12.25,13.25,0.2863745
12.25,42.25,8.888916
12.25,42.75,10.253919
12.25,43.25,9.536966
12.25,43.75,12.175194
12.25,46.25,13.104633
12.25,46.75,9.414356
12.25,47.25,8.371422
12.75,-18.25,0.43072274
12.75,-17.75,0.6369232
12.75,-17.25,1.0773621
12.75,-16.75,0.62742615
12.75,-16.25,0.11153293
12.75,-15.75,0.109844305
12.75,-15.25,0.1098607
12.75,-14.75,0.1523438
12.75,-14.25,0.139041
12.75,-13.75,0.11243049
12.75,-6.25,0.8365054
12.75,-5.25,0.86883307
12.75,-4.75,1.5488131
12.75,-4.25,0.47177234
12.75,-3.75,0.6735399
12.75,-3.25,0.9512985
12.75,-2.75,0.89292145
12.75,-0.75,2.3191214
12.75,0.75,2.2041519
12.75,1.25,2.0148404
12.75,1.75,2.2405598
12.75,2.25,2.236867
12.75,3.75,3.0367064
12.75,4.25,3.0103798
12.75,4.75,3.2224371
12.75,5.25,3.3894806
12.75,5.75,3.0092008
12.75,6.25,2.39764
12.75,6.75,2.4597054
12.75,7.25,2.425435
12.75,7.75,2.480909
12.75,8.25,2.3512905
12.75,8.75,1.4524472
12.75,9.25,1.63838
12.75,9.75,1.4946332
12.75,10.25,1.2815753
12.75,10.75,1.0406675
12.75,11.25,0.86949366
12.75,11.75,0.4503337
12.75,12.25,0.31031573
12.75,12.75,0.3916087
12.75,13.25,0.30117947
12.75,42.25,11.303447
12.75,42.75,11.52329
12.75,43.25,10.940096
12.75,46.25,8.97612
12.75,46.75,12.110488
13.25,-18.75,0.3728651
13.25,-18.25,0.70782816
13.25,-17.75,1.3553678
13.25,-17.25,1.6224424
13.25,-16.75,0.5337314
13.25,-16.25,0.2844841
13.25,-15.75,0.23409358
13.25,-15.25,0.28674436
13.25,-14.75,0.4114915
13.25,-14.25,0.4009988
13.25,-13.75,0.37723008
13.25,-13.25,0.19497004
13.25,-7.25,0.43559337
13.25,-6.75,0.48960042
13.25,-6.25,0.46931177
13.25,-5.25,0.80099
13.25,-4.75,0.7160221
13.25,-4.25,0.42023394
13.25,-3.75,0.4354347
13.25,-3.25,1.1621732
13.25,-2.25,1.0648178
13.25,-1.75,2.1930015
13.25,-1.25,2.336979
13.25,3.75,2.9557984
13.25,4.25,2.7415724
13.25,4.75,3.1455195
13.25,5.25,3.1896315
13.25,5.75,2.6132364
13.25,6.25,2.255241
13.25,6.75,2.4582405
13.25,7.25,2.421171
13.25,7.75,2.4228487
13.25,8.25,2.3516402
13.25,8.75,1.9046457
13.25,9.25,1.4618584
13.25,9.75,1.4686904
13.25,10.25,1.0414429
13.25,10.75,0.87645876
13.25,11.25,1.0822221
13.25,11.75,0.45134157
13.25,12.25,0.30136093
13.25,12.75,0.30131355
13.25,13.25,0.24180052
13.25,13.75,0.9527521
13.25,41.75,10.423363
13.25,42.25,13.340795
13.25,42.75,12.935581
13.25,43.25,9.457459
13.25,46.25,9.557449
13.25,46.75,12.226451
13.75,-19.25,0.43879643
13.75,-18.75,1.205562
13.75,-18.25,1.5055392
13.75,-17.75,2.0512962
13.75,-17.25,1.6920547
13.75,-16.75,1.1257142
13.75,-16.25,0.2686593
13.75,-15.75,0.3400533
13.75,-15.25,0.33281264
13.75,-14.75,0.55145484
13.75,-14.25,0.5806899
13.75,-13.75,0.49582207
13.75,-13.25,0.5424263
13.75,-12.75,0.491962
13.75,-9.75,0.39975765
13.75,-9.25,0.48383686
13.75,-8.75,0.45722076
13.75,-8.25,0.49278304
13.75,-7.75,0.561518
13.75,-7.25,0.47047552
13.75,-6.75,0.3841173
13.75,-6.25,0.433381
13.75,-5.75,0.3206276
13.75,-5.25,0.44448313
13.75,-4.75,0.6540985
13.75,-4.25,0.5697353
13.75,-3.75,0.5980766
13.75,-2.75,0.70974374
13.75,-2.25,1.5419374
13.75,-1.75,1.748617
13.75,-1.25,1.504899
13.75,-0.75,2.4296067
13.75,1.75,1.0966699
13.75,3.25,2.7110224
13.75,4.25,1.8519845
13.75,4.75,1.65443
13.75,5.25,2.9264371
13.75,5.75,2.1515994
13.75,6.25,2.247766
13.75,6.75,2.6038294
13.75,7.25,2.1193278
13.75,7.75,2.5898037
13.75,8.25,2.514844
13.75,8.75,1.6407695
13.75,9.25,1.243714
13.75,9.75,1.1343007
13.75,10.25,1.2836921
13.75,10.75,0.9847811
13.75,11.25,0.74908525
13.75,11.75,0.53850776
13.75,12.25,0.32024837
13.75,12.75,0.25253636
13.75,13.25,0.31296948
13.75,41.75,10.919923
13.75,42.25,9.743205
13.75,46.25,12.048147
14.25,-19.75,0.5049107
14.25,-19.25,0.7154671
14.25,-18.75,1.2439911
14.25,-18.25,1.4709655
14.25,-17.75,1.7277236
14.25,-17.25,2.1419604
14.25,-16.75,1.4344072
14.25,-16.25,0.20768845
14.25,-15.75,0.3988122
14.25,-14.25,0.4745552
14.25,-13.75,0.62551695
14.25,-13.25,0.6518235
14.25,-12.75,0.64521694
14.25,-12.25,0.6388647
14.25,-11.75,0.63064003
14.25,-11.25,0.6235203
14.25,-10.75,0.5238584
14.25,-10.25,0.5311902
14.25,-9.75,0.5912117
14.25,-9.25,0.6241272
14.25,-8.75,0.6687424
14.25,-8.25,0.7202889
14.25,-7.75,0.68274033
14.25,-7.25,0.5077083
14.25,-6.75,0.46472615
14.25,-6.25,0.5318582
14.25,-5.75,0.34903228
14.25,-5.25,0.57050574
14.25,-4.75,0.4081396
14.25,-4.25,0.55124235
14.25,-3.75,0.61013746
14.25,-3.25,0.6633289
14.25,-2.75,0.4747093
14.25,-2.25,0.49309126
14.25,-1.75,0.49411303
14.25,-1.25,0.42466444
14.25,-0.75,0.4516316
14.25,-0.25,1.0210507
14.25,1.75,1.3446449
14.25,3.75,3.146754
14.25,4.25,1.916118
14.25,4.75,1.6947895
14.25,5.25,2.0347621
14.25,5.75,1.2740582
14.25,6.25,1.244458
14.25,6.75,1.8949465
14.25,7.25,1.9931412
14.25,7.75,2.5807252
14.25,8.25,2.4761543
14.25,8.75,1.4204735
14.25,9.25,1.9268216
14.25,9.75,1.8366487
14.25,10.25,0.5603719
14.25,10.75,0.41238916
14.25,11.25,0.58958143
14.25,11.75,0.41330403
14.25,12.25,0.32351506
14.25,12.75,0.48716834
14.25,13.25,2.2385702
14.25,13.75,0.5209438
14.25,14.25,0.1459493
14.25,14.75,0.091423675
14.25,41.25,8.501294
14.25,41.75,13.253194
14.25,45.75,8.833063
14.25,46.25,13.08216
14.75,-20.25,0.41632423
14.75,-19.75,0.89713836
14.75,-19.25,1.0742933
14.75,-18.75,0.98519015
14.75,-18.25,1.0987059
14.75,-17.75,1.3290862
14.75,-17.25,1.7015926
14.75,-16.75,1.096823
14.75,-16.25,0.32647684
14.75,-15.75,0.34649047
14.75,-14.25,0.5337546
14.75,-13.75,0.476592
14.75,-13.25,0.6037111
14.75,-12.75,0.6939151
14.75,-12.25,0.7587367
14.75,-11.75,0.74910825
14.75,-11.25,0.69431114
14.75,-10.75,0.6405849
14.75,-10.25,0.61694497
14.75,-9.75,0.6036952
14.75,-9.25,0.59990305
14.75,-8.75,0.62688726
14.75,-8.25,0.578294
14.75,-7.75,0.68101597
14.75,-7.25,0.63951486
14.75,-6.75,0.61356634
14.75,-6.25,0.6009547
14.75,-5.75,0.34467784
14.75,-5.25,0.43903825
14.75,-4.75,0.47244644
14.75,-4.25,0.79859227
14.75,-3.75,0.64188933
14.75,-3.25,0.5870868
14.75,-2.75,0.4889835
